video_id,titulo,descrição,data_publicacao,Visualizações,Likes,Comentários,Taxa de Engajamento,thumbnail_url,youtube_url
XXYlFuWEuKI,The Weeknd - Save Your Tears (Official Music Video),"Official music video by The Weeknd performing ""Save Your Tears""– 'After Hours' available everywhere now: http://theweeknd.co/afterhoursYD
 
►Subscribe to The Weeknd on YouTube: http://theweeknd.co/sub",2021-01-05,2000444306,10402419,327435,0.54,https://i.ytimg.com/vi/XXYlFuWEuKI/hqdefault.jpg,https://www.youtube.com/watch?v=XXYlFuWEuKI
JGwWNGJdvx8,Ed Sheeran - Shape of You (Official Music Video),"The official music video for Ed Sheeran - Shape Of You

Taken from the studio album ÷ (divide) released in 2017, which featured the hit singles 'Castle on the Hill', 'Shape of You', 'Galway Girl', ‘Pe",2017-01-30,6516909509,34588238,1207583,0.55,https://i.ytimg.com/vi/JGwWNGJdvx8/hqdefault.jpg,https://www.youtube.com/watch?v=JGwWNGJdvx8
tiPWzFLiz4A,Reneé Rapp - Leave Me Alone (Official Music Video),"Pre-order “BITE ME”, the new album from Reneé Rapp, out August 1: http://ReneeRapp.lnk.to/BITEME
Listen to “Leave Me Alone”: https://ReneeRapp.lnk.to/LeaveMeAlone
 
Follow Reneé Rapp:
TikTok: https://",2025-05-21,1825890,70126,2868,4.0,https://i.ytimg.com/vi/tiPWzFLiz4A/hqdefault.jpg,https://www.youtube.com/watch?v=tiPWzFLiz4A
euCqAq6BRa4,DJ Snake - Let Me Love You ft. Justin Bieber,"Listen to DJ Snake’s album Encore, out now on Spotify: http://smarturl.it/EncoreDJSnake.sp 

Sign up for updates from DJ Snake: http://smarturl.it/DJSnake.News

Music video by DJ Snake performing Let ",2016-11-29,1713357863,10860076,216329,0.65,https://i.ytimg.com/vi/euCqAq6BRa4/hqdefault.jpg,https://www.youtube.com/watch?v=euCqAq6BRa4
xkWQM3flsiY,Reneé Rapp - Mad (Official Music Video),"Pre-order “BITE ME”, the new album from Reneé Rapp, out August 1: http://ReneeRapp.lnk.to/BITEME
Listen to “Mad”: https://ReneeRapp.lnk.to/Mad
Get tickets to the BITE ME Tour: http://reneerapp.com/tou",2025-06-27,1198330,38692,1100,3.32,https://i.ytimg.com/vi/xkWQM3flsiY/hqdefault.jpg,https://www.youtube.com/watch?v=xkWQM3flsiY
JgDNFQ2RaLQ,Ed Sheeran - Sapphire (Official Music Video),"Listen to 'Sapphire' now: https://es.lnk.to/sapphireID

""Sapphire was the first song I finished for Play that made me know where the album was heading. It's why I finished the recording process in Goa",2025-06-05,116063534,3389620,130244,3.03,https://i.ytimg.com/vi/JgDNFQ2RaLQ/hqdefault.jpg,https://www.youtube.com/watch?v=JgDNFQ2RaLQ
OPf0YbXqDm0,Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars,"Official Video for Uptown Funk by Mark Ronson ft. Bruno Mars
Listen to Mark Ronson: https://MarkRonson.lnk.to/listenYD
Subscribe to the official Mark Ronson: https://MarkRonson.lnk.to/subscribeYD

Wat",2014-11-19,5612514933,22769261,640728,0.42,https://i.ytimg.com/vi/OPf0YbXqDm0/hqdefault.jpg,https://www.youtube.com/watch?v=OPf0YbXqDm0
zABLecsR5UE,Lewis Capaldi - Someone You Loved,"listen to my music: https://bio.to/LewisCapaldi 
sign up for news: https://lewiscapaldi.os.fan/signup

Follow Lewis Capaldi for more
Instragram: https://www.instagram.com/lewiscapaldi
Facebook: https:",2019-08-29,1076699601,10302973,197567,0.98,https://i.ytimg.com/vi/zABLecsR5UE/hqdefault.jpg,https://www.youtube.com/watch?v=zABLecsR5UE
3AtDnEC4zak,Charlie Puth - We Don't Talk Anymore (feat. Selena Gomez) [Official Video],"Charlie Puth - We Don't Talk Anymore (feat. Selena Gomez) [Official Video]
From Charlie's debut album Nine Track Mind!
Download/Stream: https://Atlantic.lnk.to/NineTrackMindID 

Exclusive Nine Track M",2016-08-02,3351671848,15452389,427742,0.47,https://i.ytimg.com/vi/3AtDnEC4zak/hqdefault.jpg,https://www.youtube.com/watch?v=3AtDnEC4zak
uvY8fdgezLQ,Zara Larsson - Midnight Sun (Official Music Video),"Zara Larsson - Midnight Sun (Official Music Video)

""Midnight Sun"" available at: https://ZaraLarsson.lnk.to/MidnightSunSingle

Follow Zara Larsson: 
http://www.instagram.com/zaralarsson 
https://www.f",2025-06-24,2042957,65510,2724,3.34,https://i.ytimg.com/vi/uvY8fdgezLQ/hqdefault.jpg,https://www.youtube.com/watch?v=uvY8fdgezLQ
ekr2nIex040,ROSÉ & Bruno Mars - APT. (Official Music Video),"ROSÉ & Bruno Mars - APT.
Download/stream: https://rosesarerosie.lnk.to/APTID

Order APT. single CD: https://rosesarerosie.lnk.to/APT-CDID

'rosie' - the first studio album by ROSÉ - out now
download/",2024-10-18,1819041718,16313246,764370,0.94,https://i.ytimg.com/vi/ekr2nIex040/hqdefault.jpg,https://www.youtube.com/watch?v=ekr2nIex040
5aYiBCe6i3c,"Josh Ross, Akon - Drunk Right Now (Na Na Na) (Official Music Video)","Sign-up for Josh’s exclusive email list: https://joshross.lnk.to/newsletterID

Add Josh to your contacts: https://my.community.com/joshross
to join Josh’s text list and receive updates on music, merch",2025-06-18,439387,14628,405,3.42,https://i.ytimg.com/vi/5aYiBCe6i3c/hqdefault.jpg,https://www.youtube.com/watch?v=5aYiBCe6i3c
2Vv-BfVoq4g,Ed Sheeran - Perfect (Official Music Video),"The official music video for Ed Sheeran - Perfect 
 
Taken from the studio album ÷ (divide) released in 2017, which featured the hit singles 'Castle on the Hill', 'Shape of You', 'Galway Girl', ‘Perfe",2017-11-09,3986149388,22814966,571256,0.59,https://i.ytimg.com/vi/2Vv-BfVoq4g/hqdefault.jpg,https://www.youtube.com/watch?v=2Vv-BfVoq4g
fLexgOxsZu0,Bruno Mars - The Lazy Song (Official Music Video),"The official music video for Bruno Mars' ""The Lazy Song"" from the album 'Doo-Wops and Hooligans''.
Stream: https://apple.co/38qBTEU

Directed by Bruno Mars and Cameron Duddy

Choreographed and Perform",2011-04-15,3049400838,16032437,666925,0.55,https://i.ytimg.com/vi/fLexgOxsZu0/hqdefault.jpg,https://www.youtube.com/watch?v=fLexgOxsZu0
oMSssFFkzBI,Gina Zo - Dirty Habits,"Stream “Dirty Habits”: https://vyd.co/DirtyHabits

https://www.ginazomusic.com/
https://www.instagram.com/_ginazo_/
https://www.tiktok.com/@_ginazo_
https://www.facebook.com/Ginazomusic/

Songwriting ",2025-05-28,4359,40,11,1.17,https://i.ytimg.com/vi/oMSssFFkzBI/hqdefault.jpg,https://www.youtube.com/watch?v=oMSssFFkzBI
0KSOMA3QBU0,Katy Perry - Dark Horse ft. Juicy J,"Listen to Katy’s new song “Smile”: https://katy.to/smileID

Get ""Dark Horse"" from Katy Perry's 'PRISM': http://katy.to/PRISM

Katy Perry Complete Collection on Spotify: http://katy.to/SpotifyCompleteY",2014-02-20,4012712091,18501997,833825,0.48,https://i.ytimg.com/vi/0KSOMA3QBU0/hqdefault.jpg,https://www.youtube.com/watch?v=0KSOMA3QBU0
kPa7bsKwL-c,"Lady Gaga, Bruno Mars - Die With A Smile (Official Music Video)","MAYHEM OUT NOW
http://ladygaga.com 
 
Listen to “Die With A Smile”, song and video out now: http://GagaMars.lnk.to/DieWithASmile 
 
Directed by Daniel Ramos & Bruno Mars
 
Follow Lady Gaga: 
Facebook:",2024-08-16,1198283596,11740595,528078,1.02,https://i.ytimg.com/vi/kPa7bsKwL-c/hqdefault.jpg,https://www.youtube.com/watch?v=kPa7bsKwL-c
RBumgq5yVrA,Passenger | Let Her Go (Official Video),"The new album 'All The Little Lights (Anniversary Edition) Out Now from:  https://www.passengermusic.com 

For all things Passenger head to: 
https://linktr.ee/passengermusic


***

The official video",2012-07-25,3865272876,17946469,528543,0.48,https://i.ytimg.com/vi/RBumgq5yVrA/hqdefault.jpg,https://www.youtube.com/watch?v=RBumgq5yVrA
nVjsGKrE6E8,Lana Del Rey - Summertime Sadness,"New album 'Chemtrails Over The Country Club’ out Mar. 19th! Pre-Order: https://Lana.lnk.to/ChemtrailsOverTheCountryClub

Listen to new single ‘Chemtrails Over The Country Club’ now: https://Lana.lnk.t",2012-07-20,463471776,2979666,89237,0.66,https://i.ytimg.com/vi/nVjsGKrE6E8/hqdefault.jpg,https://www.youtube.com/watch?v=nVjsGKrE6E8
r-Dr-CHk2ZU,Amarachi - Earth Is Ghetto (Official Music Video),"Thank you for visiting my channel and listening to Earth Is Ghetto! Feel free to check out more music with the links below! Have an amazing day! 

⭐ ⭐ ⭐  Subscribe To My Channel For More Official Musi",2025-05-21,17359,400,30,2.48,https://i.ytimg.com/vi/r-Dr-CHk2ZU/hqdefault.jpg,https://www.youtube.com/watch?v=r-Dr-CHk2ZU
Pkh8UtuejGw,"Shawn Mendes, Camila Cabello - Señorita","Señorita: https://Senorita.lnk.to/OutNow 

Catch Shawn on tour this year: https://www.shawnmendesthetour.com/ 

Stream/buy Shawn Mendes: The Album now: https://IslandRecs.lnk.to/ShawnMendes 

Follow S",2019-06-21,1824384649,21346807,655387,1.21,https://i.ytimg.com/vi/Pkh8UtuejGw/hqdefault.jpg,https://www.youtube.com/watch?v=Pkh8UtuejGw
V9PVRfjEBTI,Billie Eilish - BIRDS OF A FEATHER (Official Music Video),"Listen to HIT ME HARD AND SOFT: https://billieeilish.lnk.to/HITMEHARDANDSOFT 
Download BIRDS OF A FEATHER Live from Billie’s Amazon Music Songline performance: https://billieeilish.lnk.to/BIRDSOFAFEAT",2024-09-27,476037630,4003832,110000,0.86,https://i.ytimg.com/vi/V9PVRfjEBTI/hqdefault.jpg,https://www.youtube.com/watch?v=V9PVRfjEBTI
bESGLojNYSo,Lady Gaga - Poker Face (Official Music Video),"MAYHEM OUT NOW
http://ladygaga.com 
 
Follow Lady Gaga:
Facebook: https://www.facebook.com/ladygaga 
Instagram: https://www.instagram.com/ladygaga 
TikTok: https://www.tiktok.com/@ladygaga 
Twitter: h",2009-12-20,1555610927,8158481,323451,0.55,https://i.ytimg.com/vi/bESGLojNYSo/hqdefault.jpg,https://www.youtube.com/watch?v=bESGLojNYSo
G7KNmW9a75Y,Miley Cyrus - Flowers (Official Video),"Official Video for “Flowers” by Miley Cyrus

Listen to & Download “Flowers” out now: https://mileycyrus.lnk.to/Flowers

Pre-Order “Endless Summer Vacation” available March 10th: https://mileycyrus.lnk",2023-01-13,1079232351,8765219,215168,0.83,https://i.ytimg.com/vi/G7KNmW9a75Y/hqdefault.jpg,https://www.youtube.com/watch?v=G7KNmW9a75Y
5cY4qA-mN2Y,Drew Holcomb & The Neighbors - All the Money in the World | OurVinyl Sessions,"Get new music in your inbox every Friday - https://bit.ly/3tm817h
Please click those like and subscribe buttons. It helps us keep doing what we are doing!

OurVinyl presents @DrewHolcombMusic & The Ne",2023-09-21,68804,88,8,0.14,https://i.ytimg.com/vi/5cY4qA-mN2Y/hqdefault.jpg,https://www.youtube.com/watch?v=5cY4qA-mN2Y
lY2yjAdbvdQ,Shawn Mendes - Treat You Better,"New album WONDER available now
Listen here: https://wonder.lnk.to/OutNow

Follow Shawn Mendes
Instagram | https://www.instagram.com/shawnmendes/
Twitter | https://twitter.com/ShawnMendes
Facebook | ht",2016-07-12,2555455985,11999383,287417,0.48,https://i.ytimg.com/vi/lY2yjAdbvdQ/hqdefault.jpg,https://www.youtube.com/watch?v=lY2yjAdbvdQ
Oa_RSwwpPaA,Benson Boone - Beautiful Things (Official Music Video),"Benson Boone - Beautiful Things (Official Music Video)

'American Heart' the second album from Benson Boone – out now: https://BensonBoone.lnk.to/AmericanHeart

Listen to 'Fireworks & Rollerblades' th",2024-01-18,723656649,5441595,117463,0.77,https://i.ytimg.com/vi/Oa_RSwwpPaA/hqdefault.jpg,https://www.youtube.com/watch?v=Oa_RSwwpPaA
rYEDA3JcQqw,Adele - Rolling in the Deep (Official Music Video),"Listen to ""Easy On Me"" here: http://Adele.lnk.to/EOM
Pre-order Adele's new album ""30"" before its release on November 19:  https://www.adele.com
Shop the ""Adele"" collection here: http://shop.adele.com
",2010-11-30,2699395607,13862027,444876,0.53,https://i.ytimg.com/vi/rYEDA3JcQqw/hqdefault.jpg,https://www.youtube.com/watch?v=rYEDA3JcQqw
TUVcZfQe-Kw,Dua Lipa - Levitating Featuring DaBaby (Official Music Video),"The official music video for Dua Lipa - Levitating featuring @dababy 

Taken from her second studio album 'Future Nostalgia' released in 2020, which featured the hit singles 'Don't Start Now', 'Physic",2020-10-02,985101445,8248938,168630,0.85,https://i.ytimg.com/vi/TUVcZfQe-Kw/hqdefault.jpg,https://www.youtube.com/watch?v=TUVcZfQe-Kw
F1oKhsy8wGw,"ROLE MODEL - Sally, When The Wine Runs Out (Official Music Video)","‘Kansas Anymore (The Longest Goodbye)’ out now -
https://rolemodel.lnk.to/KansasAnymoreTLG

Connect w/ ROLE MODEL-
Website - https://www.heyrolemodel.com
Official Store - http://shop.heyrolemodel.com
",2025-02-21,6077267,77312,1687,1.3,https://i.ytimg.com/vi/F1oKhsy8wGw/hqdefault.jpg,https://www.youtube.com/watch?v=F1oKhsy8wGw
450p7goxZqg,John Legend - All of Me (Official Video),"Official music video for “All of Me” by John Legend 
Listen to John Legend: https://found.ee/JohnLegend_Listen

Subscribe to the official John Legend YouTube channel: https://found.ee/JohnLegend_YTs

",2013-10-02,2552469355,13758321,269109,0.55,https://i.ytimg.com/vi/450p7goxZqg/hqdefault.jpg,https://www.youtube.com/watch?v=450p7goxZqg
u2ah9tWTkmk,Alex Warren - Ordinary (Official Video),"""Ordinary"" is out now! 

Stream/Download: http://alexwarren.lnk.to/ordinary

Lyrics:
VERSE 1
They say the holy waters watered down and this town's lost it faith
Our colors will fade Eventually
So if o",2025-02-21,84333231,882208,15771,1.06,https://i.ytimg.com/vi/u2ah9tWTkmk/hqdefault.jpg,https://www.youtube.com/watch?v=u2ah9tWTkmk
09R8_2nJtjg,Maroon 5 - Sugar (Official Music Video),"Buy Sugar on iTunes: http://smarturl.it/M5V

Sign up for updates: http://smarturl.it/Maroon5.News

Catch Maroon 5 on tour all year long  at www.maroon5.com

Music video by Maroon 5 performing Sugar. (",2015-01-14,4261338684,16712484,435944,0.4,https://i.ytimg.com/vi/09R8_2nJtjg/hqdefault.jpg,https://www.youtube.com/watch?v=09R8_2nJtjg
YaEG2aWJnZ8,Sia - Unstoppable (Official Video - Live from the Nostalgic For The Present Tour),"'This Is Acting' is already 5 years old 🎉 Thanks to all of you it's been a truly *Unstoppable* journey! To celebrate, here's a throwback to the Nostalgic For The Present Tour with the performance vide",2021-09-27,622676456,3990086,76310,0.65,https://i.ytimg.com/vi/YaEG2aWJnZ8/hqdefault.jpg,https://www.youtube.com/watch?v=YaEG2aWJnZ8
8RK1tREud8I,Julius Black - Hate The Way I Love (Official Visualiser),"Keep up with Julius -- 

https://discord.gg/dK548CMw
https://www.instagram.com/iamjuliusblack
https://www.tiktok.com/@iamjuliusblack
https://x.com/iamjuliusblack",2025-06-06,19979,24,9,0.17,https://i.ytimg.com/vi/8RK1tREud8I/hqdefault.jpg,https://www.youtube.com/watch?v=8RK1tREud8I
aJOTlE1K90k,Maroon 5 - Girls Like You ft. Cardi B (Official Music Video),"""Girls Like You” is out now.
http://smarturl.it/GLY 

For more, visit: 
https://www.facebook.com/maroon5 
https://twitter.com/maroon5 
https://www.instagram.com/maroon5 

Sign up for updates: http://s",2018-05-31,3861353135,22385678,676792,0.6,https://i.ytimg.com/vi/aJOTlE1K90k/hqdefault.jpg,https://www.youtube.com/watch?v=aJOTlE1K90k
eVli-tstM5E,Sabrina Carpenter - Espresso,"Music video by Sabrina Carpenter performing Espresso.© 2024 Island Records, a division of UMG Recordings, Inc.",2024-04-12,436937904,3559346,78892,0.83,https://i.ytimg.com/vi/eVli-tstM5E/hqdefault.jpg,https://www.youtube.com/watch?v=eVli-tstM5E
LHCob76kigA,Lukas Graham - 7 Years [Official Music Video],"Watch the official music video for 7 Years by Lukas Graham from the self-titled album.

🔔 Subscribe to the channel: https://youtube.com/c/LukasGraham?sub_confirmation=1

Listen to Share That Love (fea",2015-12-15,1655963150,12046034,397149,0.75,https://i.ytimg.com/vi/LHCob76kigA/hqdefault.jpg,https://www.youtube.com/watch?v=LHCob76kigA
MoN9ql6Yymw,David Kushner - Daylight (Official Music Video),"“Daylight” out now on all platforms: https://davidkushner.lnk.to/daylight

Lyrics:

[Verse 1]
Telling myself I won't go there
Oh, but I know that I won't care
Tryna wash away all the blood I've spilt
",2023-04-14,472361285,4994327,98797,1.08,https://i.ytimg.com/vi/MoN9ql6Yymw/hqdefault.jpg,https://www.youtube.com/watch?v=MoN9ql6Yymw
h53JMD2DKmg,BabyJake - Mexico Bring Me My Queen | OurVinyl Sessions,"Get new music in your inbox every Friday - https://bit.ly/3tm817h
Please click those like and subscribe buttons. It helps us keep doing what we are doing!

OurVinyl presents @itsbabyjake performing or",2024-09-26,17416,41,2,0.25,https://i.ytimg.com/vi/h53JMD2DKmg/hqdefault.jpg,https://www.youtube.com/watch?v=h53JMD2DKmg
CevxZvSJLk8,Katy Perry - Roar,"Katy Perry's new album ""Smile"" out August 28 - http://katy.to/smileID

Listen to Katy’s new song “Smile”: https://katy.to/smileID

Get “Roar” from Katy Perry’s ‘PRISM’: http://katy.to/PRISM

Katy Perr",2013-09-05,4175234101,17647005,810384,0.44,https://i.ytimg.com/vi/CevxZvSJLk8/hqdefault.jpg,https://www.youtube.com/watch?v=CevxZvSJLk8
IWKyykQBRKo,Billie Eilish - WILDFLOWER (BILLIE BY FINNEAS),"HIT ME HARD AND SOFT (WITH ALL ISOLATED VOCALS) is available now to download: https://BillieEilish.lnk.to/ISOLATED 

L’AMOUR DE MA VIE [OVER NOW EXTENDED EDIT] out now: https://billieeilish.lnk.to/OVE",2024-05-22,31841037,407749,4989,1.3,https://i.ytimg.com/vi/IWKyykQBRKo/hqdefault.jpg,https://www.youtube.com/watch?v=IWKyykQBRKo
GZ3zL7kT6_c,Teddy Swims - Lose Control (Live),"Pre-Order ""Lose Control"" Vinyl & CD now: https://shop.teddyswims.com/
Stream / Download ""Lose Control"" now: https://teddyswims.lnk.to/losecontrol

Stream / Download My Debut Album ""I've Tried Everythi",2023-06-23,297054240,2506193,41590,0.86,https://i.ytimg.com/vi/GZ3zL7kT6_c/hqdefault.jpg,https://www.youtube.com/watch?v=GZ3zL7kT6_c
syFZfO_wfMQ,One Direction - Night Changes,"One Direction – Night Changes (Official Video)
Follow on Spotify - https://1D.lnk.to/Spotify
Listen on Apple Music - https://1D.lnk.to/AppleMusic
Listen on Amazon Music - https://1D.lnk.to/AmazonMu",2014-11-21,1025738061,8886962,316967,0.9,https://i.ytimg.com/vi/syFZfO_wfMQ/hqdefault.jpg,https://www.youtube.com/watch?v=syFZfO_wfMQ
6HZd7CzlzmE,Already Dreaming - Nicholas Wells,"I wrote “Already Dreaming” in March of 2004, when I was 15. I have a vivid memory of picking up my guitar one morning before school (which I didn’t usually do but I felt the inspiration for a song,) s",2025-06-06,20589,52,17,0.34,https://i.ytimg.com/vi/6HZd7CzlzmE/hqdefault.jpg,https://www.youtube.com/watch?v=6HZd7CzlzmE
hLQl3WQQoQ0,Adele - Someone Like You (Official Music Video),"Listen to ""Easy On Me"" here: http://Adele.lnk.to/EOM
Pre-order Adele's new album ""30"" before its release on November 19:  https://www.adele.com
Shop the ""Adele"" collection here: http://shop.adele.com
",2011-09-29,2344882248,11256198,385380,0.5,https://i.ytimg.com/vi/hLQl3WQQoQ0/hqdefault.jpg,https://www.youtube.com/watch?v=hLQl3WQQoQ0
IpFX2vq8HKw,yung kai - blue (official music video),"Stream my track and follow me on socials: https://linktr.ee/yungkaiboy

Cast:
yung kai
https://www.instagram.com/ykaizzk
Julia Ma
https://www.instagram.com/juliama/

Director: Kenji K Chong 
Producer:",2024-12-12,156055423,1993018,60086,1.32,https://i.ytimg.com/vi/IpFX2vq8HKw/hqdefault.jpg,https://www.youtube.com/watch?v=IpFX2vq8HKw
hT_nvWreIhg,OneRepublic - Counting Stars,"Stream & Download OneRepublic’s latest album “Human”: https://OneRepublic.lnk.to/Human

Listen to OneRepublic:
Spotify: http://smarturl.it/1RSpotify 
Apple Music: https://apple.co/3B4u43p 

Shop OneRe",2013-05-31,4207192278,18601555,525790,0.45,https://i.ytimg.com/vi/hT_nvWreIhg/hqdefault.jpg,https://www.youtube.com/watch?v=hT_nvWreIhg
GxldQ9eX2wo,Stephen Sanchez - Until I Found You (Official Video),"""Until I Found You"" by Stephen Sanchez from the debut album Angel Face.

Stream/download: https://stephensanchez.lnk.to/angelface

See Stephen on tour this year: https://stephensanchezofficial.com/tou",2022-06-28,473388042,5085956,71718,1.09,https://i.ytimg.com/vi/GxldQ9eX2wo/hqdefault.jpg,https://www.youtube.com/watch?v=GxldQ9eX2wo
HdrlUQn2Ogo,X Ambassadors - Fragile | OurVinyl Sessions,"Get new music in your inbox every Friday - https://bit.ly/3tm817h
Please click those like and subscribe buttons. It helps us keep doing what we are doing!

OurVinyl presents@XAmbassadorsOfficial perfo",2025-03-14,383594,4410,110,1.18,https://i.ytimg.com/vi/HdrlUQn2Ogo/hqdefault.jpg,https://www.youtube.com/watch?v=HdrlUQn2Ogo
djV11Xbc914,a-ha - Take On Me (Official Video) [4K],"“Take On Me” has been remastered in stunning 4K resolution - watch it now! 📺 Watch all the official a-ha videos here http://bit.ly/ahaOfficialVideos

ONE BILLION VIEWS on February 17, 2020 / TWO BILLI",2010-01-06,2204877542,12091796,362033,0.56,https://i.ytimg.com/vi/djV11Xbc914/hqdefault.jpg,https://www.youtube.com/watch?v=djV11Xbc914
vBynw9Isr28,Lady Gaga - Abracadabra (Official Music Video),"MAYHEM OUT NOW
http://ladygaga.com
 
Directed by Lady Gaga, Parris Goebel and Bethany Vargas
 
Follow Lady Gaga:
Facebook: https://www.facebook.com/ladygaga
Instagram: https://www.instagram.com/ladyga",2025-02-03,167431268,3199533,179529,2.02,https://i.ytimg.com/vi/vBynw9Isr28/hqdefault.jpg,https://www.youtube.com/watch?v=vBynw9Isr28
k2qgadSvNyU,Dua Lipa - New Rules (Official Music Video),"The official music video for Dua Lipa - New Rules

Taken from her self-titled debut studio album released in 2017, which featured the hit singles 'Be The One', 'IDGAF', 'Hotter Than Hell' & 'New Rules",2017-07-07,3167429830,18116150,391191,0.58,https://i.ytimg.com/vi/k2qgadSvNyU/hqdefault.jpg,https://www.youtube.com/watch?v=k2qgadSvNyU
tt2k8PGm-TI,ZAYN - Dusk Till Dawn (Official Video) ft. Sia,"ZAYN's ""Dusk Till Dawn"" ft. Sia on iTunes: http://smarturl.it/ZDTD/itunes?IQid=yt
Stream/Add on Spotify: http://smarturl.it/ZDTD/spotify?IQid=yt
Get it on Amazon Music: http://smarturl.it/ZDTD/amazon?",2017-09-07,2299007715,15702696,429151,0.7,https://i.ytimg.com/vi/tt2k8PGm-TI/hqdefault.jpg,https://www.youtube.com/watch?v=tt2k8PGm-TI
qvtIvrGn61g,Lana Love - LOST BOYZ. feat. Ghostface Killah (Official Music Video),"LOST BOYZ. (feat. Ghostface Killah)

Lyrics by
Lana Love & Ghostface Killah

Music Production by
RayRay Scavo III 

Directed & Choreographed by
Antoinette DiPietropolo 

Director of Photography
Joe Ar",2025-06-13,386000,17670,323,4.66,https://i.ytimg.com/vi/qvtIvrGn61g/hqdefault.jpg,https://www.youtube.com/watch?v=qvtIvrGn61g
